,0
0,130
1,130
2,130
3,131
4,130
5,130
6,130
7,130
8,131
9,130
10,130
11,130
12,131
13,131
14,130
15,131
16,130
17,130
18,131
19,130
20,130
21,130
22,131
23,129
24,131
25,130
26,130
27,130
28,130
29,130
30,130
31,131
32,130
33,130
34,130
35,130
36,130
37,130
38,129
39,130
40,129
41,129
42,130
43,130
44,130
45,130
46,130
47,130
48,129
49,130
50,130
51,130
52,131
53,130
54,130
55,130
56,130
57,130
58,130
59,130
60,130
61,130
62,131
63,130
64,129
65,131
66,131
67,130
68,130
69,130
70,130
71,129
72,130
73,130
74,130
75,131
76,130
77,131
78,130
79,131
80,131
81,131
82,130
83,131
84,131
85,132
86,131
87,131
88,130
89,130
90,130
91,131
92,130
93,131
94,131
95,130
96,131
97,131
98,131
99,130
100,130
101,130
102,130
103,131
104,131
105,130
106,131
107,131
108,131
109,131
110,130
111,130
112,130
113,131
114,130
115,131
116,130
117,130
118,131
119,130
120,131
121,130
122,131
123,131
124,131
125,130
126,131
127,130
128,131
129,131
130,131
131,130
132,131
133,131
134,131
135,130
136,131
137,130
138,131
139,131
140,130
141,131
142,130
143,131
144,130
145,131
146,131
147,131
148,131
149,131
150,130
151,130
152,132
153,130
154,131
155,130
156,130
157,131
158,131
159,131
160,131
161,131
162,132
163,131
164,131
165,131
166,132
167,131
168,131
169,131
170,131
171,130
172,132
173,132
174,131
175,131
176,130
177,131
178,130
179,132
180,130
181,131
182,131
183,131
184,130
185,132
186,134
187,136
188,136
189,136
190,137
191,138
192,138
193,137
194,134
195,133
196,133
197,134
198,137
199,140
200,144
201,146
202,149
203,149
204,148
205,145
206,143
207,139
208,136
209,136
210,138
211,138
212,139
213,139
214,138
215,137
216,135
217,134
218,135
219,137
220,140
221,142
222,145
223,146
224,145
225,139
226,133
227,129
228,130
229,132
230,137
231,144
232,146
233,154
234,161
235,165
236,163
237,161
238,159
239,155
240,152
241,148
242,146
243,144
244,145
245,145
246,143
247,142
248,141
249,141
250,145
251,151
252,159
253,167
254,172
255,177
256,181
257,185
258,190
259,197
260,205
261,214
262,224
263,234
264,242
265,247
266,253
267,258
268,264
269,269
270,274
271,281
272,287
273,295
274,306
275,318
276,332
277,343
278,353
279,360
280,366
281,369
282,374
283,381
284,388
285,395
286,401
287,408
288,413
289,419
290,426
291,432
292,436
293,442
294,445
295,449
296,453
297,456
298,458
299,458
300,456
301,458
302,462
303,467
304,471
305,477
306,479
307,481
308,481
309,481
310,481
311,482
312,482
313,482
314,483
315,484
316,486
317,485
318,486
319,482
320,481
321,477
322,475
323,475
324,476
325,479
326,482
327,484
328,485
329,483
330,481
331,475
332,474
333,474
334,476
335,478
336,481
337,484
338,486
339,484
340,483
341,480
342,478
343,476
344,476
345,478
346,480
347,482
348,483
349,483
350,482
351,480
352,478
353,475
354,475
355,476
356,479
357,481
358,484
359,486
360,486
361,483
362,481
363,479
364,476
365,476
366,475
367,478
368,481
369,483
370,482
371,483
372,480
373,478
374,476
375,475
376,475
377,478
378,479
379,483
380,485
381,485
382,484
383,481
384,477
385,475
386,474
387,475
388,477
389,480
390,482
391,483
392,482
393,481
394,478
395,476
396,476
397,476
398,478
399,479
400,482
401,483
402,483
403,482
404,481
405,478
406,475
407,475
408,473
409,476
410,478
411,481
412,483
413,483
414,481
415,480
416,478
417,475
418,475
419,476
420,478
421,483
422,483
423,484
424,483
425,480
426,478
427,476
428,474
429,475
430,475
431,478
432,482
433,483
434,484
435,483
436,480
437,478
438,475
439,476
440,477
441,478
442,479
443,482
444,483
445,482
446,481
447,478
448,476
449,474
450,474
451,476
452,478
453,480
454,482
455,484
456,482
457,481
458,478
459,476
460,476
461,475
462,477
463,478
464,480
465,482
466,483
467,481
468,479
469,477
470,475
471,475
472,476
473,478
474,480
475,482
476,483
477,483
478,481
479,479
480,477
481,475
482,476
483,475
484,477
485,479
486,482
487,482
488,481
489,479
490,477
491,476
492,475
493,476
494,478
495,480
496,482
497,481
498,483
499,481
500,478
501,476
502,475
503,474
504,476
505,476
506,480
507,482
508,482
509,482
510,481
511,478
512,477
513,475
514,475
515,477
516,479
517,481
518,481
519,482
520,481
521,479
522,478
523,475
524,474
525,475
526,477
527,478
528,481
529,483
530,482
531,482
532,479
533,477
534,476
535,475
536,476
537,478
538,479
539,481
540,481
541,480
542,480
543,478
544,476
545,475
546,475
547,476
548,478
549,480
550,482
551,483
552,481
553,480
554,477
555,476
556,476
557,476
558,477
559,479
560,481
561,482
562,481
563,480
564,479
565,477
566,476
567,475
568,476
569,479
570,481
571,482
572,482
573,482
574,479
575,477
576,475
577,475
578,476
579,477
580,478
581,480
582,482
583,482
584,480
585,478
586,478
587,476
588,476
589,477
590,479
591,481
592,481
593,483
594,482
595,480
596,477
597,476
598,474
599,476
600,477
601,478
602,480
603,482
604,483
605,482
606,480
607,478
608,475
609,476
610,477
611,478
612,480
613,481
614,481
615,480
616,479
617,477
618,476
619,474
620,475
621,476
622,478
623,480
624,482
625,481
626,481
627,481
628,478
629,476
630,475
631,475
632,478
633,478
634,480
635,481
636,480
637,479
638,479
639,477
640,476
641,475
642,476
643,477
644,481
645,481
646,481
647,481
648,480
649,478
650,476
651,475
652,475
653,476
654,478
655,479
656,480
657,480
658,481
659,479
660,477
661,476
662,476
663,476
664,477
665,480
666,481
667,481
668,481
669,480
670,478
671,475
672,476
673,475
674,475
675,478
676,480
677,481
678,481
679,481
680,480
681,478
682,476
683,475
684,475
685,477
686,478
687,479
688,480
689,481
690,479
691,478
692,476
693,476
694,475
695,475
696,477
697,479
698,481
699,481
700,481
701,480
702,479
703,476
704,474
705,475
706,476
707,478
708,479
709,480
710,481
711,481
712,479
713,478
714,476
715,475
716,477
717,478
718,480
719,480
720,481
721,481
722,481
723,477
724,476
725,475
726,474
727,476
728,478
729,479
730,480
731,482
732,480
733,479
734,478
735,477
736,476
737,476
738,478
739,478
740,480
741,481
742,480
743,480
744,478
745,476
746,475
747,475
748,475
749,477
750,479
751,480
752,482
753,480
754,481
755,477
756,476
757,475
758,475
759,476
760,478
761,479
762,480
763,481
764,480
765,478
766,477
767,475
768,475
769,476
770,477
771,479
772,479
773,481
774,480
775,479
776,478
777,476
778,474
779,475
780,476
781,477
782,480
783,480
784,480
785,481
786,478
787,477
788,476
789,476
790,476
791,477
792,478
793,480
794,481
795,481
796,480
797,479
798,476
799,475
800,475
801,475
802,476
803,478
804,481
805,480
806,481
807,478
808,478
809,476
810,475
811,476
812,478
813,478
814,480
815,481
816,479
817,479
818,478
819,477
820,475
821,476
822,475
823,477
824,478
825,481
826,480
827,480
828,479
829,477
830,476
831,475
832,475
833,475
834,478
835,479
836,480
837,480
838,479
839,477
840,477
841,476
842,475
843,476
844,477
845,479
846,480
847,481
848,480
849,479
850,477
851,477
852,475
853,474
854,477
855,477
856,478
857,480
858,480
859,480
860,479
861,477
862,475
863,475
864,475
865,476
866,478
867,480
868,481
869,480
870,478
871,478
872,475
873,475
874,475
875,476
876,477
877,478
878,479
879,479
880,480
881,478
882,478
883,476
884,475
885,476
886,476
887,477
888,479
889,479
890,479
891,479
892,476
893,476
894,475
895,475
896,475
897,476
898,479
899,480
900,480
901,480
902,479
903,477
904,476
905,475
906,476
907,476
908,478
909,478
910,480
911,479
912,479
913,477
914,477
915,476
916,476
917,476
918,478
919,479
920,479
921,480
922,480
923,478
924,478
925,477
926,475
927,475
