,0
799,165
800,164
801,163
802,164
803,165
804,164
805,163
806,163
807,163
808,163
809,164
810,163
811,164
812,163
813,165
814,164
815,165
816,163
817,164
818,164
819,165
820,163
821,163
822,164
823,165
824,165
825,165
826,163
827,163
828,164
829,165
830,164
831,164
832,164
833,164
834,164
835,164
836,164
837,163
838,164
839,165
840,165
841,164
842,164
843,163
844,164
845,165
846,165
847,164
848,163
849,164
850,164
851,165
852,164
853,163
854,164
855,165
856,165
857,163
858,164
859,164
860,165
861,165
862,164
863,164
864,163
865,165
866,165
867,165
868,164
869,165
870,165
871,166
872,165
873,164
874,164
875,165
876,165
877,165
878,164
879,164
880,164
881,165
882,164
883,165
884,165
885,165
886,165
887,166
888,165
889,165
890,164
891,164
892,165
893,164
894,165
895,165
896,166
897,165
898,165
899,164
900,164
901,164
902,165
903,165
904,164
905,164
906,164
907,165
908,166
909,166
910,164
911,164
912,165
913,165
914,166
915,164
916,163
917,165
918,166
919,165
920,165
921,165
922,165
923,165
924,165
925,165
926,165
927,164
928,164
929,165
930,165
931,164
932,164
933,164
934,165
935,165
936,165
937,163
938,164
939,165
940,165
941,164
942,165
943,165
944,165
945,166
946,164
947,165
948,164
949,165
950,165
951,164
952,164
953,165
954,165
955,165
956,164
957,163
958,164
959,163
960,165
961,165
962,163
963,164
964,164
965,165
966,165
967,165
968,164
969,165
970,164
971,165
972,164
973,164
974,164
975,164
976,165
977,164
978,164
979,163
980,163
981,165
982,165
983,164
984,165
985,164
986,165
987,165
988,165
989,163
990,164
991,164
992,164
993,164
994,163
995,164
996,164
997,165
998,165
999,163
1000,163
